"","PaperTitle","Year","Journal","FirstAuthorName_cleaned","FirstAuthorCountry","CountryDataCollected","SamplePrimaryCountryofOrigin","Ethnicity","SampleSize","SampleAgeMean","SampleAgeSD","FemaleParticipantsNumber","MaleParticipantsNumber","SampleMusicianshipDescription","SamplingMethodDescription","SampleOtherDescription","MeanYearsEducation","MusicPrimaryGenre","MusicOriginCountry","MusicSource","Comments","CoderName","Keywords"
"94","Fine-Grained Pitch Discrimination in Congenital Amusics with Mandarin Chinese",2011,"Music Perception","Jiang, Cunmei","China","China","China","Asian","22",NA,NA,"11","11",NA,NA,"university students",NA,"artificial",NA,"experimenter-created","Stimuli were from a previously existing set of exercises created by another group of researchers in the Montreal Battery of Evaluation of Amusia (MBEA), composed in the style of western classical music.","TG","congenital amusia, fine-grained pitch discrimination, deficit, improvement, tonal experience"
"95","Does the Body Move the Soul? The Impact of Arousal on Music Preference",2011,"Music Perception","Schafer, Thomas","Germany","Germany",NA,NA,"28","24","4.5","20","8","musicians; non-musicians","course credit; paid","university students",NA,"rock; classical; pop; rap; electro; beat","Western","precomposed","","TG","music preference, arousal, emotion, physiology, chills"
"96","Does the Body Move the Soul? The Impact of Arousal on Music Preference",2011,"Music Perception","Schafer, Thomas","Germany","Germany",NA,NA,"36","23","4.7","30","6","musicians; non-musicians","course credit; paid","university students",NA,"ambient; classical","Western","precomposed","","TG","music preference, arousal, emotion, physiology, chills"
"97","Music-Language Correlations and the “Scotch Snap”",2011,"Music Perception","Temperley, Nicholas","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"classical; folk","Western","precomposed","Comparison of language features of English, Italian, and German with prevalance of Scotch snap in the classical and folk musics of those countries.","TG","rhythm, meter, stress, vocal music, musiclanguage connections"
"98","The Effects of Stimulus Rate and Tapping Rate on Tapping Performance",2011,"Music Perception","Zendel, Benjamin Rich","Canada","Canada",NA,NA,"8",NA,NA,"2",NA,"musicians",NA,NA,NA,"artificial",NA,"experimenter-created","","TG","rhythm, meter, sensorimotor synchronization, subdivision, finger tapping"
"99","Rhythmic Abilities of Adolescents and Adults with Williams Syndrome",2011,"Music Perception","Martinez-Castilla, Pastora","Spain","Spain",NA,NA,"20; 40","20.1; 20.03","5.87; 6.2",NA,NA,NA,NA,"patients",NA,"artificial",NA,"experimenter-created","","TG","Williams syndrome, rhythm, discrimination, reproduction, deficits"
"100","Beyond Demand: Investigating Spontaneous Evaluation of Chord Progressions with the Affective Priming Paradigm",2011,"Music Perception","Muller, Mira","Germany","Germany","Germany",NA,"52","23.15","4.19","29","23",NA,"course credit; paid","university students",NA,"artificial",NA,"experimenter-created","Stimuli were chord progressions composed based on harmonic fuctioning rules of western classical music.","TG","spontaneous evaluation, affective priming, music aesthetics, expertise, music induced emotions"
"101","Practice Makes Too Perfect: Fluctuations in Loudness Indicate Spontaneity in Musical Improvisation",2011,"Music Perception","Keller, Peter E.","Germany","Germany",NA,NA,"6",NA,NA,"0","6","musicians",NA,NA,NA,"jazz","Western","other","6 pianists improvised","TG","music performance, improvisation, spontaneity, intensity, timing"
"102","Rhythmic Refinements to the nPVI Measure: A Reanalysis of Patel & Daniele (2003a)",2011,"Music Perception","London, Justin","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"classical","Western","precomposed","reanalysis of comparison between British and Frech classical melodies and linguistic features of the two languages.","TG","meter, rhythm, variability, nPVI, hierarchy"
"103","Associations Between Length of Music Training and Reading Skills in Children",2011,"Music Perception","Corrigall, Kathleen","Canada","Canada",NA,NA,"46","7.6","0.9","35","11","musicians",NA,"children",NA,NA,NA,NA,"length of music training was compared with reading ability in children - particular musical instruments or traditions were not mentioned.","TG","music training, word decoding, reading comprehension, near transfer, far transfer"
"104","Music Training and Reading Readiness",2011,"Music Perception","Tang, Christine D.","Canada","Canada",NA,NA,"69","7.2",NA,NA,NA,"musicians; non-musicians",NA,"children",NA,NA,NA,NA,"Genres were not discussed, but all of the musician children were learning instruments associated with western classical music (violin, piano, cello, voice)","TG","music lessons, pitch, rhythm, reading development, phonological development"
"105","Effect of Music Training on Promoting Preliteracy Skills: Preliminary Causal Evidence",2011,"Music Perception","Moreno, Sylvain","Canada","Canada",NA,NA,"60",NA,NA,"34","26","non-musicians","volunteer","children",NA,NA,NA,NA,"","TG","music training, children, reading, preliteracy skills, longitudinal study"
"106","The Effect of Background Music on Cognitive Performance in Musicians and Nonmusicians",2011,"Music Perception","Patston, Lucy L.M.","New Zealand",NA,NA,NA,"36; 36","23.47; 24.14","4.91; 7.1","45","27","musicians; non-musicians",NA,NA,NA,NA,NA,NA,"I have given values based on the group values of the musician and non-musician groups, as age mean was not given for the full group. Overall age mean could easily be calculated as both groups had the same n but I decided to leave it as reported in the article. Also, no genre was mentioned, but most musician participants played some form of orchestral instrument.","TG","music expertise, music and language, music and functional independence, language processing, cognitive processing"
"107","Music lessons, emotional intelligence, and I",2011,"Music Perception","Schellenberg, E. Glenn","Canada",NA,NA,NA,"106","18.9","1.7","52","54","musicians; non-musicians",NA,"university students",NA,NA,NA,NA,"","TG","music training, music lessons, IQ, emotional intelligence, transfer"
"108","Do Mathematicians Have Above Average Musical Skill?",2011,"Music Perception","Haimson, Jennifer ","US",NA,NA,NA,"248; 336","50.1; 48.1","14.8; 12.4",NA,NA,"musicians; non-musicians",NA,NA,NA,NA,NA,NA,"No genre was given, but the questions on musicality included things like ""can sight-read"" and ""recognise the composer"".","TG","musicality, musicianship, mathematicians, nonmathematicians, self-report"
"109","Music Lessons and Intelligence: A Relation Mediated by Executive Functions",2011,"Music Perception","Dege, Franziska ","Germany",NA,NA,NA,"90","11.42","0.83","49","41","musicians; non-musicians",NA,"children",NA,NA,NA,NA,"Mean age was reported as 137 months, sd=10. I have converted both of these values into years by dividing them by 12 (rounded to 2dp)","TG","music lessons, intelligence, executive functions, children and music, cognitive development"
"110","Is independent creation likely to happen in pop music?",2011,"Musicae Scientiae","Frieler, Klaus","Germany",NA,NA,NA,"16","35.2","12.6","7","9","musicians; non-musicians",NA,NA,NA,"pop","Western","experimenter-created","I have denoted the stimulus as experimenter-created and western, pop, as participants were presented with a ""typical pop"" backing track and asked to compose a catchy pop melody.","TG","creativity, copyright infringement, melodic similarity, plagiarism, pop music, song-writing"
"111","The first three seconds: Listener knowledge gained from brief musical excerpts",2011,"Musicae Scientiae","Plazak, Joseph","US","US",NA,NA,"7",NA,NA,NA,NA,NA,"course credit","university students",NA,"classical; rock; jazz; blues; reggae; electronic; rap; gospel; country","Western","precomposed","","TG","betting paradigm; brief musical excerpts; chronology; listener knowledge"
"112","The first three seconds: Listener knowledge gained from brief musical excerpts",2011,"Musicae Scientiae","Plazak, Joseph","US","US",NA,NA,"20",NA,NA,NA,NA,NA,NA,"university students",NA,"classical; rock; jazz; blues; reggae; electronic; rap; country; world; Latin",NA,"precomposed","As 'world' and 'Latin' were included without specification as to the country of origin, I am unable to determine the countries of origin of all music used, other than ""western"".","TG","betting paradigm; brief musical excerpts; chronology; listener knowledge"
"113","Exploring engagement with music in everyday life using experience sampling methodology",2011,"Musicae Scientiae","Greasley, Alinka E.","UK","UK",NA,NA,"25","20.4","2.96","21","4",NA,NA,"university students",NA,"pop; soundtracks; rock; indie; drum n' bass; RnB; classical; dance; rock; indie","Western","precomposed","","TG","engagement, everyday life, experience sampling methodology, functions, music"
"114","The role of music producers and sound engineers in the current recording context, as perceived by young professionals",2011,"Musicae Scientiae","Pras, Amandine","Canada","Canada","Canada",NA,"22","26","3.5","3","19","musicians; non-musicians",NA,NA,NA,NA,NA,NA,"","TG","artistic direction, digital era, music production, musical recording, record producer, sound engineer, studio practices, tacit knowledge"
"115","An integrative dual-route model of rhythm perception and production",2011,"Musicae Scientiae","Fischinger, Timo","Germany",NA,NA,NA,"10",NA,NA,"2","8","musicians",NA,NA,NA,NA,NA,NA,"","TG","different cognitive pathways, dual-task performance, professional drummers, rhythm perception and production, sensorimotor synchronization and information processing, timing control"
"116","ndividual music listening in workplace settings: An exploratory survey of offices in the UK",2011,"Musicae Scientiae","Haake, Anneli B.","UK",NA,NA,NA,"295",NA,NA,"175","118",NA,NA,NA,NA,"classical; rock; pop; jazz; indie; dance; easy listening; funk; soul","Western",NA,"","TG","mood, music at work, music listening, office, task performance, wellbeing, workplace, work stress"
"117","Measuring music-induced emotion:  A comparison of emotion models, personality biases, and intensity of experiences",2011,"Musicae Scientiae","Vuoskoski, Jonna","Finland",NA,NA,NA,"148","23.5","4.84","114",NA,NA,NA,"university students",NA,"film music","Western","precomposed","","TG","emotion models, individual differences, music-induced emotions"
"118","Emotional reactions to music in a nationally representative sample of Swedish adults: Prevalence and causal influences",2011,"Musicae Scientiae","Juslin, Patrik N.","Sweden","Sweden","Sweden",NA,"762","41.45","13.45","436","326","musicians; non-musicians","volunteer",NA,NA,"classical; rock/alternative; jazz; RnB/soul; electronica/dance; rap; dansband; Christian religious; world; pop; hard rock",NA,"precomposed","As 'world' was included without specification as to the country of origin, I am unable to determine the countries of origin of all music used, other than ""western"". These genres were the results of  the questionnaire study rather than stimuli.","TG","gender, music and emotion, music in everyday life, personality, questionnaire"
"119","The functions of music for affect regulation",2011,"Musicae Scientiae","van Goethem, Annelies","UK","UK",NA,NA,"44","28.7",NA,"23","21",NA,NA,"university+",NA,NA,NA,"precomposed","","TG","affect regulation, everyday life, music listening, strategies and mechanisms "
"120","The functions of music for affect regulation",2011,"Musicae Scientiae","van Goethem, Annelies","UK","UK",NA,NA,"60","21.7",NA,"46","14",NA,NA,"university+",NA,NA,NA,"precomposed","","TG","affect regulation, everyday life, music listening, strategies and mechanisms "
"121","University students’ strong experiences of music:  Pleasure, engagement, and meaning",2011,"Musicae Scientiae","Lamont, Alexandra","UK","UK",NA,"white","46","21","1.2","26","20","musicians; non-musicians",NA,"university students",NA,"pop; classical; musicals; jazz; folk","Western","precomposed","","TG","emotional response, idiographic analysis, music listening, narrative approach, wellbeing"
"122","Emotional and psychophysiological responses to tempo, mode, and percussiveness",2011,"Musicae Scientiae","van der Zwaag, Marjolein D.","Netherlands","Netherlands",NA,NA,"32","25.45","2.3","16","16",NA,NA,NA,NA,"pop; rock","Western","precomposed","Means and SDs were given for the male and female groups (these were not tested as groups though). Therefore, I calculated the means of the two (equal) groups by adding together the meas and dividing by two, and calculated the average SD of the two groups using the formula √(SD1^2+SD2^2)/2","TG","emotion, mode, music, percussiveness, psychophysiology, tempo"
"123","Music’s impact on the visual perception of emotional dyadic interactions",2011,"Musicae Scientiae","Kaiser, Ramona","Germany",NA,NA,NA,"16","24.64",NA,"8","8","non-musicians",NA,NA,NA,"classical","Western","semi-precomposed","","TG","cross-modal perception, emotions, music, nonverbal communication, point-light display"
"124","Does music listening in a social context alter experience? A physiological and psychological perspective on emotion",2011,"Musicae Scientiae","Egermann, Hauke","Germany","Germany",NA,NA,"14","29","10.5","7","7","musicians",NA,NA,NA,"classical","Western","precomposed","","TG","chill, emotion, group, music, social, social facilitation"
